amount,history,high_amount,frequent_claims,domain_health,domain_vehicle,domain_life,domain_financial,non_network,high_damage,early_policy,income_mismatch,fraud
44258,0,0,0,0,0,0,1,0,0,0,0,0
44580,0,0,0,0,1,0,0,0,1,0,0,0
24075,2,0,0,1,0,0,0,1,0,1,0,0
67843,0,0,0,0,0,0,1,0,0,1,0,0
57876,0,0,0,0,0,1,0,0,0,0,0,0
76826,1,0,0,1,0,0,0,0,0,0,0,0
105733,0,1,0,0,1,0,0,0,0,0,0,0
79473,0,0,0,0,1,0,0,1,0,0,0,0
65241,1,0,0,0,0,0,1,0,0,1,0,0
73163,1,0,0,0,0,1,0,0,0,0,1,0
44366,1,0,0,0,0,0,1,0,1,0,0,0
57409,0,0,0,0,0,1,0,0,0,1,1,1
67019,5,0,1,0,0,0,1,1,0,1,0,0
26613,0,0,0,0,1,0,0,0,0,0,0,0
201094,0,1,0,0,1,0,0,0,0,1,0,0
15793,4,0,1,0,0,1,0,0,0,0,0,0
117282,0,1,0,1,0,0,0,0,0,0,0,0
66952,1,0,0,0,0,1,0,0,0,0,0,0
24493,1,0,0,0,1,0,0,0,0,1,0,0
137060,0,1,0,0,1,0,0,1,0,0,0,0
38053,0,0,0,1,0,0,0,0,0,0,0,0
497045,2,1,0,0,0,1,0,0,0,0,0,0
306040,1,1,0,0,0,0,1,0,0,0,0,0
48583,1,0,0,0,1,0,0,1,0,0,0,0
64826,0,0,0,0,0,1,0,0,0,0,0,0
44358,2,0,0,0,1,0,0,1,1,0,0,0
14975,1,0,0,1,0,0,0,0,1,0,0,0
77398,0,0,0,0,1,0,0,0,0,0,0,0
210847,0,1,0,0,1,0,0,1,0,0,0,0
76082,1,0,0,0,0,1,0,0,0,0,0,0
124240,0,1,0,1,0,0,0,0,0,0,0,0
151474,3,1,0,0,0,0,1,0,1,0,0,0
51056,0,0,0,0,1,0,0,1,0,0,0,0
318882,1,1,0,1,0,0,0,1,0,0,0,1
53829,1,0,0,0,0,1,0,0,0,0,0,0
77299,1,0,0,0,0,0,1,0,0,0,0,0
44348,1,0,0,1,0,0,0,1,0,0,1,0
133329,0,1,0,0,0,1,0,1,0,1,0,0
21217,0,0,0,0,0,1,0,0,0,0,0,0
166232,0,1,0,0,0,1,0,1,0,0,0,0
202102,0,1,0,1,0,0,0,0,0,0,0,1
79581,1,0,0,0,1,0,0,0,1,0,0,1
29582,0,0,0,0,0,1,0,0,0,0,1,0
21337,1,0,0,0,0,1,0,0,0,0,0,0
330432,0,1,0,1,0,0,0,0,1,0,0,0
188785,1,1,0,0,1,0,0,0,0,0,0,0
31417,2,0,0,0,0,1,0,0,0,0,0,0
65762,0,0,0,0,0,1,0,0,1,0,0,0
74414,0,0,0,1,0,0,0,0,0,0,1,0
22496,0,0,0,0,1,0,0,0,0,0,0,0
40626,2,0,0,0,0,1,0,0,0,0,0,0
74248,0,0,0,0,1,0,0,1,0,0,0,0
40643,0,0,0,0,0,1,0,0,0,0,0,0
69638,0,0,0,0,1,0,0,1,0,0,0,0
76901,0,0,0,1,0,0,0,0,0,0,0,0
92252,0,0,0,0,0,0,1,0,0,0,0,0
456664,1,1,0,1,0,0,0,0,0,0,0,0
152913,1,1,0,0,0,1,0,0,0,0,0,0
43666,0,0,0,0,1,0,0,0,0,0,0,0
13292,1,0,0,0,0,0,1,0,0,0,0,0
19213,0,0,0,1,0,0,0,0,0,0,0,0
157892,0,1,0,0,1,0,0,0,1,0,0,0
43736,0,0,0,1,0,0,0,0,1,0,0,0
56721,2,0,0,1,0,0,0,0,0,0,0,0
77388,0,0,0,1,0,0,0,0,0,0,0,0
16715,0,0,0,0,1,0,0,0,0,0,1,0
181620,1,1,0,1,0,0,0,0,0,0,0,0
75651,1,0,0,1,0,0,0,0,0,1,0,0
16146,0,0,0,0,0,1,0,0,0,0,0,0
66456,0,0,0,1,0,0,0,0,0,0,0,0
58108,0,0,0,0,0,1,0,0,0,1,0,0
152422,1,1,0,0,0,0,1,0,0,0,0,0
12957,0,0,0,0,1,0,0,0,0,0,0,0
293032,0,1,0,0,0,1,0,0,0,0,0,0
23546,1,0,0,0,1,0,0,0,0,0,0,0
97106,0,0,0,0,0,0,1,0,0,1,0,0
53977,1,0,0,0,0,0,1,1,0,0,0,0
66581,0,0,0,1,0,0,0,0,0,1,0,0
116101,0,1,0,0,1,0,0,1,0,0,1,0
51538,0,0,0,0,1,0,0,0,0,0,0,0
183202,0,1,0,0,0,0,1,0,1,0,0,0
192042,0,1,0,1,0,0,0,0,0,1,0,0
29225,0,0,0,1,0,0,0,0,1,0,0,0
48758,0,0,0,0,1,0,0,0,0,0,0,0
50323,0,0,0,0,0,0,1,0,0,0,0,0
67566,0,0,0,0,1,0,0,0,0,0,0,0
48934,0,0,0,0,1,0,0,0,0,0,0,0
124235,0,1,0,1,0,0,0,1,0,0,0,0
87259,0,0,0,0,1,0,0,0,0,0,0,0
113295,2,1,0,0,1,0,0,0,1,0,0,0
73746,1,0,0,0,1,0,0,0,1,0,1,0
77127,1,0,0,0,0,1,0,0,0,0,0,0
11224,0,0,0,1,0,0,0,1,0,0,0,0
60146,1,0,0,0,1,0,0,0,0,0,0,0
79548,0,0,0,0,0,1,0,0,0,0,1,0
23519,1,0,0,0,1,0,0,0,0,0,0,0
216001,1,1,0,0,0,0,1,0,0,0,0,0
78551,1,0,0,0,1,0,0,0,1,1,1,0
76991,1,0,0,0,0,0,1,0,0,0,0,0
14542,2,0,0,0,0,1,0,0,0,0,0,0
30171,1,0,0,1,0,0,0,0,0,0,0,0
72357,0,0,0,0,1,0,0,0,0,0,0,0
123888,1,1,0,0,1,0,0,0,0,0,0,0
58449,1,0,0,0,0,1,0,1,0,0,0,0
41896,0,0,0,0,0,0,1,0,1,0,0,0
144499,1,1,0,1,0,0,0,0,1,0,0,0
30594,0,0,0,0,0,1,0,0,0,0,0,0
15374,0,0,0,1,0,0,0,0,1,0,0,0
69978,0,0,0,0,0,1,0,1,0,0,0,0
122339,0,1,0,0,1,0,0,1,0,0,0,0
75016,0,0,0,1,0,0,0,0,0,0,0,0
157200,0,1,0,0,0,0,1,0,0,1,0,0
60839,2,0,0,0,0,0,1,0,0,0,0,0
212015,0,1,0,0,0,0,1,0,0,1,0,0
58095,0,0,0,0,0,0,1,0,0,0,0,0
25868,0,0,0,0,0,1,0,0,0,0,0,0
27834,0,0,0,1,0,0,0,0,0,0,0,0
193780,0,1,0,0,0,1,0,0,0,0,0,0
43255,1,0,0,0,0,1,0,0,0,0,0,0
62855,0,0,0,1,0,0,0,1,0,0,0,0
233282,1,1,0,1,0,0,0,0,0,0,0,0
96972,0,0,0,0,1,0,0,0,0,0,0,0
40301,2,0,0,0,1,0,0,0,0,0,0,0
124909,2,1,0,0,1,0,0,0,0,0,0,0
22445,1,0,0,0,1,0,0,0,0,0,1,0
47975,0,0,0,0,1,0,0,0,0,1,0,0
53503,0,0,0,0,1,0,0,1,1,0,0,0
47000,1,0,0,0,0,1,0,0,0,0,0,0
259347,2,1,0,1,0,0,0,0,0,0,0,0
16561,0,0,0,0,1,0,0,0,0,0,0,0
60869,0,0,0,1,0,0,0,0,0,0,0,0
103242,0,1,0,1,0,0,0,0,1,0,0,0
22009,0,0,0,1,0,0,0,0,0,0,0,0
156489,0,1,0,0,0,1,0,0,0,0,0,0
135307,3,1,0,0,0,1,0,0,0,0,1,0
5820,2,0,0,0,0,1,0,0,0,0,1,0
193834,0,1,0,1,0,0,0,0,0,0,0,0
148785,1,1,0,0,0,1,0,0,0,1,0,1
24622,1,0,0,0,0,1,0,0,0,0,0,0
104959,1,1,0,1,0,0,0,0,0,0,0,0
31733,1,0,0,0,0,1,0,0,0,0,0,0
39123,1,0,0,0,0,0,1,0,0,0,0,0
77587,0,0,0,0,0,0,1,0,0,1,0,0
175460,0,1,0,0,0,0,1,0,0,1,0,0
195547,0,1,0,0,1,0,0,0,0,0,0,0
52669,1,0,0,0,1,0,0,0,0,1,0,0
56522,0,0,0,0,0,0,1,1,0,0,0,0
62513,0,0,0,0,0,0,1,0,0,0,0,0
47844,0,0,0,1,0,0,0,1,1,0,0,0
27710,0,0,0,1,0,0,0,0,0,1,0,0
53784,1,0,0,0,1,0,0,0,0,0,0,0
242996,1,1,0,0,1,0,0,1,0,0,0,0
26951,1,0,0,0,1,0,0,0,0,0,0,0
155569,0,1,0,0,1,0,0,0,0,1,0,0
65338,0,0,0,0,1,0,0,0,0,0,0,0
9183,0,0,0,0,1,0,0,0,0,1,0,0
6757,1,0,0,0,0,1,0,0,0,0,0,0
23430,2,0,0,0,0,0,1,1,0,0,0,0
383487,1,1,0,0,0,1,0,0,0,0,0,0
64471,0,0,0,1,0,0,0,0,0,0,0,0
182042,0,1,0,1,0,0,0,0,0,0,0,0
16190,0,0,0,1,0,0,0,1,0,0,0,0
169712,1,1,0,0,1,0,0,0,0,0,0,0
45404,1,0,0,0,0,0,1,0,0,0,0,0
5358,0,0,0,0,0,1,0,0,0,0,0,0
91793,0,0,0,0,0,1,0,0,0,0,0,0
231877,0,1,0,1,0,0,0,0,0,0,0,0
74559,3,0,0,0,0,1,0,0,0,0,0,0
61293,0,0,0,0,0,1,0,0,0,1,0,0
429362,2,1,0,0,0,0,1,0,0,0,0,0
18129,0,0,0,0,0,0,1,0,0,0,0,0
76287,1,0,0,0,0,1,0,0,1,0,0,0
27560,0,0,0,1,0,0,0,0,0,0,0,0
31039,0,0,0,0,1,0,0,0,0,0,0,0
11436,0,0,0,0,0,0,1,0,0,0,0,0
433868,1,1,0,1,0,0,0,0,0,0,0,1
150851,1,1,0,0,0,0,1,0,0,0,0,0
79915,0,0,0,1,0,0,0,0,1,0,1,0
466452,0,1,0,0,0,1,0,0,0,0,0,0
62718,5,0,1,0,1,0,0,0,0,0,0,0
129840,0,1,0,0,1,0,0,0,0,0,0,0
71150,0,0,0,0,0,0,1,0,0,0,0,0
135511,0,1,0,1,0,0,0,0,0,0,0,0
65324,0,0,0,0,0,1,0,1,0,0,0,0
37591,1,0,0,0,0,0,1,1,0,0,0,0
51605,0,0,0,0,1,0,0,0,0,0,1,0
70773,0,0,0,0,0,0,1,0,0,0,0,0
14680,0,0,0,1,0,0,0,0,0,0,1,0
32963,0,0,0,0,0,0,1,0,0,0,0,0
127227,2,1,0,1,0,0,0,0,0,0,0,0
13281,0,0,0,0,0,0,1,0,0,0,0,0
140519,1,1,0,1,0,0,0,0,0,0,0,0
486216,0,1,0,0,0,0,1,0,0,0,0,0
16835,0,0,0,0,0,1,0,0,1,0,0,0
329182,1,1,0,0,0,0,1,0,0,0,0,0
46207,0,0,0,0,0,0,1,1,0,0,0,0
119152,0,1,0,0,0,1,0,0,0,1,0,1
11553,0,0,0,0,0,0,1,0,0,0,0,0
120438,1,1,0,0,0,0,1,1,0,0,0,0
104159,1,1,0,0,1,0,0,0,0,0,1,0
29476,0,0,0,0,0,0,1,0,0,0,0,0
18586,0,0,0,1,0,0,0,0,1,1,0,0
75366,0,0,0,1,0,0,0,0,0,0,0,0
6785,2,0,0,0,0,1,0,0,0,0,0,0
74305,0,0,0,0,1,0,0,0,0,0,0,0
288501,0,1,0,0,0,1,0,0,0,0,0,0
61260,0,0,0,0,0,1,0,0,0,0,0,0
75420,1,0,0,0,0,0,1,0,1,0,0,0
43465,1,0,0,0,1,0,0,0,0,0,0,0
165859,0,1,0,0,0,1,0,0,0,0,0,0
35072,0,0,0,0,1,0,0,0,0,0,0,0
42565,0,0,0,0,0,0,1,0,0,0,0,0
195213,0,1,0,0,1,0,0,0,0,0,0,0
468693,1,1,0,0,0,0,1,1,0,0,0,0
93717,0,0,0,0,1,0,0,0,0,0,0,0
31703,1,0,0,0,1,0,0,0,0,0,1,0
25593,3,0,0,0,0,0,1,0,1,1,1,1
81953,0,0,0,1,0,0,0,0,0,0,0,0
95951,0,0,0,0,0,0,1,0,0,0,0,0
16147,0,0,0,0,1,0,0,0,0,0,0,0
183560,0,1,0,0,0,1,0,0,0,0,0,0
398804,0,1,0,0,0,1,0,0,0,1,0,1
119202,2,1,0,0,0,0,1,0,0,0,0,0
141529,0,1,0,0,0,1,0,0,0,0,0,0
65176,1,0,0,0,0,0,1,0,0,0,0,0
136197,0,1,0,0,0,1,0,0,0,0,0,0
73416,0,0,0,0,0,1,0,0,0,0,0,0
71911,0,0,0,0,0,0,1,1,0,0,0,0
77276,0,0,0,1,0,0,0,0,0,0,0,0
39646,1,0,0,1,0,0,0,0,1,0,0,0
23551,0,0,0,0,1,0,0,1,0,0,0,0
11925,0,0,0,0,0,1,0,0,0,0,0,0
72726,0,0,0,1,0,0,0,0,0,1,1,0
51062,3,0,0,1,0,0,0,0,0,0,0,0
61020,0,0,0,1,0,0,0,1,0,0,0,0
157810,0,1,0,1,0,0,0,0,1,0,0,0
34753,1,0,0,0,0,1,0,0,0,0,0,0
134187,1,1,0,0,0,0,1,0,0,1,0,0
48553,0,0,0,1,0,0,0,0,0,0,0,0
24842,0,0,0,0,1,0,0,0,1,0,0,0
28183,0,0,0,0,1,0,0,0,1,0,0,1
226277,0,1,0,0,0,0,1,0,0,0,0,0
122539,0,1,0,0,0,1,0,0,0,0,1,0
7503,0,0,0,0,0,0,1,0,0,0,0,0
121304,1,1,0,0,0,1,0,1,0,1,0,0
87801,0,0,0,0,0,1,0,1,0,0,0,0
49536,0,0,0,0,0,1,0,0,1,0,0,0
157317,1,1,0,0,0,1,0,0,1,0,0,0
81599,0,0,0,0,0,1,0,1,0,1,0,1
76140,0,0,0,0,0,1,0,0,0,0,1,0
169918,0,1,0,0,1,0,0,0,0,0,0,0
487046,0,1,0,0,0,0,1,0,0,0,0,0
79747,1,0,0,0,1,0,0,0,0,0,0,0
33569,0,0,0,0,0,1,0,0,0,0,0,0
13014,1,0,0,0,0,1,0,0,0,0,0,0
60280,1,0,0,1,0,0,0,0,0,0,0,0
5851,0,0,0,0,1,0,0,0,1,0,0,1
56805,0,0,0,0,0,0,1,1,0,0,0,0
212931,1,1,0,0,0,0,1,0,1,0,0,0
27402,0,0,0,0,1,0,0,1,0,1,0,0
32713,0,0,0,1,0,0,0,0,0,0,0,0
178358,5,1,1,1,0,0,0,1,0,1,0,1
116190,0,1,0,0,1,0,0,1,0,0,0,0
75340,0,0,0,0,1,0,0,1,1,0,0,0
475199,1,1,0,0,1,0,0,0,1,0,0,1
11646,0,0,0,1,0,0,0,0,0,0,0,0
22123,0,0,0,0,1,0,0,0,0,0,0,0
51643,0,0,0,0,0,0,1,0,0,0,1,1
54560,2,0,0,1,0,0,0,0,1,0,0,0
56364,0,0,0,1,0,0,0,0,0,0,0,0
198936,0,1,0,0,0,0,1,1,0,0,0,0
42609,1,0,0,1,0,0,0,0,0,0,0,0
44623,1,0,0,0,0,0,1,0,0,0,0,0
50026,3,0,0,0,0,0,1,0,0,0,0,0
133420,0,1,0,1,0,0,0,0,0,0,0,0
116927,3,1,0,0,1,0,0,1,0,0,0,0
111573,0,1,0,1,0,0,0,0,0,0,0,0
153887,1,1,0,0,0,0,1,0,0,0,0,0
428896,0,1,0,0,0,1,0,0,0,0,1,0
28210,0,0,0,0,0,1,0,0,0,1,0,1
47348,1,0,0,0,0,0,1,0,0,0,0,0
157136,5,1,1,0,0,1,0,0,0,0,0,0
260997,0,1,0,0,1,0,0,0,0,0,0,0
20988,0,0,0,1,0,0,0,0,0,0,0,0
41616,1,0,0,0,1,0,0,0,1,0,0,0
186937,1,1,0,0,1,0,0,0,0,0,0,0
58311,0,0,0,0,0,0,1,0,0,0,0,0
53167,0,0,0,1,0,0,0,0,1,0,0,0
30541,0,0,0,0,0,1,0,0,0,0,0,0
54556,1,0,0,0,1,0,0,0,0,0,0,0
53959,3,0,0,0,0,1,0,0,0,0,0,0
52656,2,0,0,0,1,0,0,0,0,0,0,0
11416,0,0,0,0,0,0,1,0,0,0,0,0
6855,0,0,0,0,0,0,1,0,0,0,0,0
337436,0,1,0,0,0,0,1,0,0,0,1,0
26153,2,0,0,0,1,0,0,0,0,0,0,0
54417,0,0,0,0,0,1,0,1,1,0,0,0
20039,0,0,0,0,1,0,0,0,0,0,0,0
47461,0,0,0,1,0,0,0,1,0,0,0,0
55609,0,0,0,0,0,0,1,0,0,0,1,1
40083,0,0,0,1,0,0,0,0,1,0,0,0
64095,0,0,0,0,1,0,0,0,0,0,0,0
70028,0,0,0,1,0,0,0,0,0,0,0,0
79238,3,0,0,0,0,0,1,0,0,0,1,1
8711,0,0,0,0,0,0,1,0,0,0,0,0
17018,1,0,0,0,0,1,0,0,0,0,0,0
14077,0,0,0,0,1,0,0,0,0,0,0,1
443409,0,1,0,0,0,0,1,0,0,0,1,1
50555,0,0,0,0,1,0,0,1,0,0,0,0
496246,0,1,0,0,0,0,1,0,0,0,0,0
53622,0,0,0,0,1,0,0,0,0,0,0,0
73749,1,0,0,0,0,1,0,0,0,0,0,0
120290,1,1,0,0,0,1,0,0,0,0,0,0
64099,0,0,0,0,0,1,0,0,0,0,0,0
21817,1,0,0,0,0,1,0,0,1,0,0,0
6045,5,0,1,0,1,0,0,0,0,0,0,0
59106,0,0,0,0,0,1,0,0,0,0,0,0
34287,0,0,0,1,0,0,0,0,0,0,0,0
49221,1,0,0,0,0,0,1,0,1,1,0,0
29792,0,0,0,0,0,1,0,0,0,1,0,0
100653,2,1,0,0,1,0,0,0,0,0,0,0
59484,0,0,0,0,1,0,0,0,0,0,0,0
41776,0,0,0,0,1,0,0,0,0,1,0,0
46751,0,0,0,1,0,0,0,0,0,0,1,0
49141,1,0,0,0,1,0,0,0,0,0,0,0
19130,0,0,0,0,0,0,1,1,0,0,0,0
205613,0,1,0,0,0,1,0,0,0,0,0,0
290723,2,1,0,1,0,0,0,0,0,0,0,1
7147,0,0,0,0,0,1,0,0,1,0,0,0
76626,0,0,0,0,0,1,0,0,0,0,0,0
226238,0,1,0,0,1,0,0,0,0,0,0,0
49989,0,0,0,0,0,1,0,0,0,0,0,0
93071,0,0,0,1,0,0,0,0,0,0,1,0
14690,0,0,0,1,0,0,0,0,0,0,0,0
28357,0,0,0,0,0,1,0,0,0,0,1,0
28827,0,0,0,0,1,0,0,0,0,0,0,0
176998,1,1,0,0,1,0,0,0,0,0,0,0
65899,0,0,0,0,0,1,0,0,0,0,0,0
28810,0,0,0,0,0,1,0,0,0,0,0,0
7298,0,0,0,0,0,1,0,1,0,0,0,0
47281,2,0,0,0,0,1,0,1,0,0,0,0
27591,1,0,0,0,1,0,0,0,0,0,0,0
31838,1,0,0,0,0,1,0,0,0,0,0,0
24901,0,0,0,1,0,0,0,0,0,0,0,0
75226,0,0,0,0,0,0,1,0,0,0,0,0
189729,1,1,0,0,0,1,0,0,0,0,0,0
55818,1,0,0,0,0,1,0,0,0,0,0,0
137162,1,1,0,0,1,0,0,0,0,0,0,0
497980,1,1,0,0,0,0,1,0,0,0,0,0
74054,0,0,0,0,0,1,0,0,0,0,0,0
88177,0,0,0,0,1,0,0,1,0,0,0,0
74397,2,0,0,0,1,0,0,0,0,0,0,0
57180,0,0,0,1,0,0,0,0,0,0,1,0
31718,0,0,0,0,0,0,1,0,1,0,0,0
61892,0,0,0,0,0,0,1,1,0,0,0,0
29488,0,0,0,0,1,0,0,0,1,0,0,0
60376,1,0,0,1,0,0,0,0,0,0,0,0
66222,1,0,0,1,0,0,0,1,0,0,0,0
70205,0,0,0,0,0,1,0,0,1,0,0,0
17347,0,0,0,0,0,1,0,0,0,0,0,0
176753,0,1,0,1,0,0,0,0,0,0,0,0
56951,0,0,0,0,0,0,1,0,0,0,0,0
71723,0,0,0,0,0,1,0,0,0,0,0,0
150311,1,1,0,0,0,0,1,0,0,0,0,0
27400,0,0,0,1,0,0,0,1,0,0,0,0
38117,0,0,0,0,1,0,0,0,0,0,0,0
18891,0,0,0,0,0,0,1,0,0,1,0,0
179584,1,1,0,0,0,1,0,0,1,0,0,0
150957,1,1,0,0,1,0,0,1,0,0,0,0
31744,0,0,0,1,0,0,0,1,0,0,0,0
49950,3,0,0,0,0,0,1,0,1,1,0,0
97947,0,0,0,0,0,0,1,0,0,0,0,0
55960,0,0,0,0,0,1,0,0,0,0,0,0
15726,3,0,0,0,0,1,0,0,0,0,0,0
235646,2,1,0,0,1,0,0,0,0,0,0,0
47104,0,0,0,0,0,1,0,0,0,0,0,0
16014,0,0,0,0,0,1,0,0,1,0,0,0
52988,1,0,0,0,0,0,1,0,0,0,0,0
154852,0,1,0,0,0,1,0,0,1,0,0,0
13997,1,0,0,0,1,0,0,0,0,0,0,0
67287,0,0,0,0,1,0,0,0,0,0,0,0
318712,0,1,0,0,1,0,0,0,0,0,0,0
67808,0,0,0,0,0,0,1,0,0,0,0,0
162458,1,1,0,0,0,1,0,0,1,0,0,0
7223,0,0,0,0,0,1,0,0,1,0,0,0
56100,0,0,0,0,1,0,0,1,0,1,0,0
196632,0,1,0,0,0,1,0,0,0,0,0,0
159849,1,1,0,0,0,0,1,0,0,0,0,0
48013,1,0,0,0,0,0,1,0,1,0,0,0
254951,0,1,0,0,0,0,1,0,0,0,0,0
90457,0,0,0,0,0,0,1,1,0,0,0,0
11159,0,0,0,0,0,0,1,0,0,0,0,0
140906,3,1,0,1,0,0,0,0,0,0,0,0
74813,0,0,0,1,0,0,0,0,0,0,0,0
184543,0,1,0,0,0,1,0,0,0,0,0,0
57698,0,0,0,0,0,0,1,0,0,0,0,0
61387,0,0,0,0,0,1,0,0,0,0,0,0
20163,0,0,0,0,0,1,0,0,0,0,0,0
60289,5,0,1,0,1,0,0,0,0,0,0,0
65532,3,0,0,1,0,0,0,0,0,0,0,0
78428,0,0,0,1,0,0,0,0,1,0,1,0
40466,0,0,0,0,0,1,0,0,0,1,0,1
5471,0,0,0,0,0,1,0,0,0,0,0,0
180521,0,1,0,0,1,0,0,0,0,0,0,0
189988,1,1,0,1,0,0,0,0,0,1,0,0
52073,3,0,0,0,0,0,1,0,0,0,0,0
383032,0,1,0,1,0,0,0,0,0,0,0,0
27332,2,0,0,1,0,0,0,0,0,0,0,0
144847,1,1,0,1,0,0,0,0,0,0,0,0
23932,0,0,0,0,0,1,0,0,1,0,1,0
15240,5,0,1,0,1,0,0,0,0,0,0,0
45039,0,0,0,1,0,0,0,0,0,0,0,0
84167,0,0,0,0,1,0,0,0,0,0,1,0
46024,0,0,0,0,0,1,0,0,0,0,0,0
27500,0,0,0,1,0,0,0,0,0,0,0,0
38277,0,0,0,1,0,0,0,1,0,1,0,0
45159,0,0,0,1,0,0,0,0,1,0,0,0
49868,0,0,0,0,0,0,1,1,0,0,0,0
142188,2,1,0,0,0,0,1,0,0,0,1,1
44335,1,0,0,0,0,0,1,0,1,0,0,0
19475,0,0,0,0,1,0,0,1,0,0,0,0
61093,1,0,0,0,0,1,0,1,0,0,0,0
35241,0,0,0,0,0,1,0,0,1,0,0,0
74348,2,0,0,1,0,0,0,0,1,1,0,0
40444,0,0,0,0,0,1,0,1,0,1,0,1
26823,0,0,0,1,0,0,0,0,0,0,0,0
54401,0,0,0,1,0,0,0,0,0,0,0,0
20612,0,0,0,1,0,0,0,0,0,0,0,0
156280,1,1,0,0,0,0,1,1,0,0,0,0
487107,0,1,0,1,0,0,0,1,0,1,0,1
174766,1,1,0,1,0,0,0,1,0,0,0,1
45507,0,0,0,0,0,1,0,0,0,0,0,0
331272,0,1,0,0,0,0,1,1,0,0,0,0
172581,1,1,0,1,0,0,0,1,0,0,1,0
405039,0,1,0,0,1,0,0,0,0,0,0,1
25941,3,0,0,0,1,0,0,0,1,0,1,0
14102,1,0,0,1,0,0,0,0,1,0,0,0
39668,0,0,0,0,1,0,0,0,0,0,0,0
16740,0,0,0,0,0,0,1,0,0,0,0,0
11029,5,0,1,0,0,1,0,0,0,0,0,0
5897,0,0,0,1,0,0,0,0,0,0,0,0
58717,0,0,0,1,0,0,0,0,0,0,0,0
130780,2,1,0,0,0,0,1,1,0,0,0,0
40332,1,0,0,0,0,0,1,0,0,0,0,0
119755,0,1,0,1,0,0,0,0,0,0,0,0
19478,0,0,0,0,0,0,1,0,0,0,0,0
41229,1,0,0,0,0,0,1,0,0,0,0,0
61234,0,0,0,0,0,0,1,0,0,0,0,0
58104,0,0,0,0,0,0,1,1,0,1,0,0
29443,0,0,0,0,0,1,0,0,0,0,0,0
164129,2,1,0,1,0,0,0,0,1,1,0,0
6730,0,0,0,0,0,1,0,1,0,0,0,0
18757,2,0,0,0,0,0,1,0,0,1,0,0
163379,0,1,0,0,0,1,0,0,0,0,0,0
26819,0,0,0,1,0,0,0,0,1,0,0,0
8603,0,0,0,0,0,0,1,0,0,0,0,0
150185,0,1,0,0,0,0,1,0,0,0,0,0
141016,2,1,0,0,0,1,0,0,0,0,0,0
263722,0,1,0,0,1,0,0,0,1,0,0,0
169422,1,1,0,0,0,0,1,0,0,0,0,0
189933,0,1,0,1,0,0,0,0,0,1,0,0
100518,0,1,0,0,0,1,0,0,0,0,0,0
44508,2,0,0,0,1,0,0,0,0,0,0,0
173625,0,1,0,0,0,1,0,0,0,0,0,0
20530,2,0,0,1,0,0,0,0,0,0,0,0
47067,1,0,0,0,1,0,0,1,0,1,0,0
49743,0,0,0,0,0,0,1,0,0,0,0,0
53471,1,0,0,0,0,1,0,0,0,0,0,0
39547,1,0,0,1,0,0,0,0,1,0,0,0
118863,1,1,0,0,1,0,0,0,0,0,0,0
57799,5,0,1,0,0,0,1,0,0,0,0,0
13860,2,0,0,0,1,0,0,0,1,1,0,0
136523,1,1,0,0,1,0,0,0,0,0,0,0
48857,1,0,0,0,1,0,0,0,0,0,0,0
198594,0,1,0,0,0,0,1,1,0,0,0,0
49433,0,0,0,0,0,0,1,0,1,0,0,0
97070,0,0,0,0,0,0,1,0,0,0,0,0
20819,3,0,0,0,0,0,1,0,0,0,0,0
28032,2,0,0,0,1,0,0,0,1,0,0,0
39883,0,0,0,1,0,0,0,0,0,0,0,0
90536,0,0,0,0,1,0,0,0,0,0,0,0
41655,0,0,0,0,0,0,1,0,0,0,0,0
179120,2,1,0,1,0,0,0,0,0,0,0,0
25709,5,0,1,0,1,0,0,0,0,0,0,0
61419,1,0,0,0,0,0,1,0,0,0,1,1
5074,0,0,0,0,0,1,0,0,0,0,0,0
18537,0,0,0,1,0,0,0,0,0,0,0,0
9534,0,0,0,0,0,1,0,0,0,0,0,0
185560,0,1,0,0,0,1,0,1,0,0,0,0
32282,1,0,0,0,0,1,0,0,0,0,0,0
75564,4,0,1,1,0,0,0,0,0,0,0,0
22550,3,0,0,0,0,0,1,0,0,0,0,0
40153,1,0,0,1,0,0,0,0,1,0,0,0
35424,1,0,0,1,0,0,0,0,0,0,0,0
196700,1,1,0,0,1,0,0,0,0,0,0,0
26786,1,0,0,0,0,1,0,0,0,0,0,0
11470,0,0,0,0,1,0,0,0,1,0,0,0
17245,0,0,0,0,1,0,0,0,0,0,0,0
61547,0,0,0,0,0,0,1,0,0,0,0,0
66246,1,0,0,1,0,0,0,0,1,0,0,0
368107,1,1,0,0,1,0,0,0,0,0,0,0
33404,2,0,0,0,1,0,0,0,0,0,0,0
51224,1,0,0,1,0,0,0,0,0,1,0,0
27220,1,0,0,1,0,0,0,0,0,0,0,0
138115,0,1,0,0,1,0,0,0,0,0,0,0
7459,1,0,0,0,0,1,0,0,0,0,0,0
34123,0,0,0,0,0,0,1,0,0,0,0,0
87194,0,0,0,0,0,0,1,0,0,0,0,0
60529,0,0,0,0,1,0,0,0,0,0,0,0
17209,3,0,0,0,0,1,0,0,1,0,0,0
55903,0,0,0,0,0,0,1,0,0,0,0,0
142047,0,1,0,0,0,0,1,0,0,0,0,0
117621,0,1,0,1,0,0,0,0,0,0,0,0
63803,0,0,0,0,0,0,1,1,0,0,0,0
72596,0,0,0,0,0,0,1,0,0,0,0,0
115116,0,1,0,0,0,0,1,0,0,0,0,0
